season,position,team,played,won,draw,lost,goals_for,goals_against,goal_difference,points,home_games_played,away_games_played,home_goals_for,home_goals_against,away_goals_for,away_goals_against,home_wins,home_draws,home_losses,away_wins,away_draws,away_losses,season_form,home_form,away_form
2003-2004,12,Southampton,38,12,11,15,44,45,-1,47,19,19,24,17,20,28,8,6,5,4,5,10,"L,D,D,L,L,W,L,W,W,L,W,D,D,L,D,L,W,L,D,L,L,W,W,W,L,L,D,L,W,D,L,L,W,W,W,D,D,D","D,D,L,W,W,D,D,W,D,L,W,W,L,L,W,L,W,W,D","L,L,W,L,W,L,D,L,L,L,L,W,L,D,D,L,W,D,D"
2003-2004,13,Portsmouth,38,12,9,17,47,54,-7,45,19,19,35,19,12,35,10,4,5,2,5,12,"W,L,D,D,W,W,W,D,W,W,L,L,D,L,L,D,L,W,L,L,W,L,L,D,L,L,W,L,L,W,L,L,L,D,D,W,D,W","W,D,D,W,W,W,D,L,D,W,W,L,L,W,W,L,L,W,W","L,W,D,W,L,L,L,L,L,L,L,D,L,L,L,L,D,D,D"
2003-2004,14,Spurs,38,13,6,19,47,57,-10,45,19,19,33,27,14,30,9,4,6,4,2,13,"W,W,L,D,L,D,L,L,L,L,W,L,D,W,W,L,W,W,W,L,L,L,L,W,L,W,L,L,D,W,W,D,L,L,L,D,W,L","W,D,D,L,W,D,W,W,W,L,L,W,W,L,D,W,L,L,W","W,L,L,L,L,L,L,W,L,W,L,L,L,L,W,D,L,D,L"
2003-2004,15,Blackburn,38,12,8,18,51,59,-8,44,19,19,25,31,26,28,5,4,10,7,4,8,"D,L,W,W,W,W,L,L,L,W,L,D,L,D,W,L,D,L,D,W,D,L,L,W,W,L,W,L,L,L,L,L,W,L,D,L,D,W","D,W,W,L,L,L,D,D,L,L,D,L,W,W,L,L,L,L,W","L,W,W,L,W,L,W,D,D,W,L,W,L,L,L,L,W,D,D"
2003-2004,16,Man City,38,9,14,15,55,54,1,41,19,19,31,24,24,30,5,9,5,4,5,10,"W,L,W,D,L,D,D,D,D,L,W,L,W,L,D,L,D,L,D,D,L,D,L,D,L,L,L,W,L,W,L,D,D,W,L,W,D,W","W,W,L,D,D,W,L,D,D,D,D,D,L,L,W,D,W,L,D","L,D,D,D,L,W,L,L,L,L,L,D,L,W,L,L,D,W,W"
2003-2004,17,Everton,38,9,12,17,45,57,-12,39,19,19,27,20,18,37,8,5,6,1,7,11,"L,L,L,L,D,D,W,L,D,D,W,W,D,L,L,D,L,L,D,W,L,W,W,D,L,W,L,L,D,D,L,W,L,D,L,D,W,L","L,L,W,D,W,W,L,L,D,W,W,D,W,L,D,W,D,L,W","L,L,D,D,L,D,D,L,D,L,L,W,L,L,D,L,L,D,L"
2003-2004,18,Leicester,38,6,15,17,48,65,-17,33,19,19,19,28,29,37,3,10,6,3,5,11,"L,W,D,D,L,L,L,L,D,D,W,D,D,D,L,L,D,L,D,D,D,L,L,D,W,D,W,W,L,L,L,L,L,W,L,D,L,D","W,D,L,D,D,D,D,L,L,D,L,D,D,W,L,L,W,D,D","L,D,L,L,L,W,D,L,D,D,D,L,W,W,L,L,L,L,L"
2003-2004,19,Leeds,38,8,9,21,40,79,-39,33,19,19,25,31,15,48,5,7,7,3,2,14,"L,D,L,L,L,D,W,W,L,W,L,D,D,W,L,L,L,L,L,L,D,D,W,D,W,L,L,L,L,L,W,L,L,L,W,D,L,D","D,L,D,W,W,D,W,L,L,D,W,D,L,L,L,W,L,D,D","L,L,L,W,L,L,D,L,L,L,L,D,W,L,L,L,L,W,L"
2003-2004,20,Wolves,38,7,12,19,38,77,-39,33,19,19,23,35,15,42,7,5,7,0,7,12,"L,D,W,D,W,L,D,L,L,L,L,D,W,L,L,D,D,W,L,D,W,L,L,L,D,L,D,L,W,D,W,D,L,L,D,L,L,L","L,W,W,L,L,L,W,L,D,W,D,W,D,D,W,W,L,D,L","D,D,D,L,L,D,L,D,L,L,L,L,L,L,D,D,L,L,L"
2004-2005,1,Chelsea,38,29,8,1,72,15,57,95,19,19,35,6,37,9,14,5,0,15,3,1,"D,W,W,W,W,D,D,W,W,W,W,W,D,W,W,W,W,W,W,W,W,D,W,W,D,W,W,W,W,L,W,W,D,D,W,W,W,W","W,W,D,D,W,W,D,W,W,W,W,W,D,W,W,W,D,W,W","D,W,W,W,W,W,W,W,W,W,D,W,W,W,L,W,D,W,W"
2004-2005,2,Arsenal,38,25,8,5,87,36,51,83,19,19,54,19,33,17,13,5,1,12,3,4,"L,W,W,W,W,D,W,W,W,W,D,W,W,L,W,L,D,W,W,W,W,D,W,L,D,W,D,D,L,W,W,W,D,W,W,W,W,W","W,W,W,W,W,W,L,W,D,W,D,W,D,D,W,W,D,W,W","L,W,D,W,W,D,W,L,W,W,W,L,W,D,L,W,W,W,W"
2004-2005,3,Man Utd,38,22,11,5,58,26,32,77,19,19,31,12,27,14,12,6,1,10,5,4,"W,L,D,W,W,L,L,D,W,D,W,W,W,W,W,W,D,W,W,W,W,D,W,W,W,W,D,L,W,D,D,W,W,D,D,D,W,L","L,D,W,D,W,W,W,W,D,W,W,W,W,D,W,D,W,D,W","W,W,L,L,D,W,W,W,W,W,D,W,W,L,D,W,D,D,L"
2004-2005,4,Everton,38,18,7,13,45,46,-1,61,19,19,24,15,21,31,12,2,5,6,5,8,"L,L,W,L,D,W,W,L,L,L,W,L,D,W,L,D,W,L,L,W,D,W,W,D,W,W,L,D,W,W,L,W,W,W,D,W,W,L","W,D,W,W,L,L,W,L,W,W,W,W,W,D,W,L,W,W,L","L,L,L,L,L,W,D,D,L,L,D,D,W,L,W,W,W,D,W"
2004-2005,5,Liverpool,38,17,7,14,52,41,11,58,19,19,31,15,21,26,12,4,3,5,3,11,"W,L,D,L,W,D,L,W,W,D,L,L,W,W,L,L,W,L,W,W,W,D,L,D,W,L,W,L,D,W,W,L,W,L,W,L,W,D","W,D,D,W,W,D,W,L,L,W,W,D,W,W,L,W,W,W,W","L,L,W,L,L,L,W,L,W,W,L,D,L,D,W,L,L,L,D"
2004-2005,6,Bolton,38,16,10,12,49,44,5,58,19,19,25,18,24,26,9,5,5,7,5,7,"W,D,L,D,D,W,W,L,W,W,L,D,W,W,W,W,W,D,L,L,L,L,L,L,D,L,D,W,W,W,L,D,D,D,W,W,L,W","W,L,D,W,W,D,W,W,D,L,L,L,L,W,W,D,D,W,W","D,D,W,L,W,L,W,W,W,L,L,L,D,D,W,L,D,W,L"
2004-2005,7,Middlesbrough,38,14,13,11,53,46,7,55,19,19,29,19,24,27,9,6,4,5,7,7,"D,W,D,D,W,D,L,W,L,L,D,D,W,L,D,D,L,L,W,L,W,D,W,L,W,W,D,W,D,W,D,L,L,W,W,W,L,D","W,W,D,L,L,D,W,D,L,W,W,W,W,D,D,L,W,W,D","D,D,D,W,L,D,L,D,L,L,D,L,W,W,W,D,L,W,L"
2004-2005,8,Man City,38,13,13,12,47,39,8,52,19,19,24,14,23,25,8,6,5,5,7,7,"D,W,W,D,W,D,W,D,L,L,W,L,D,D,L,W,D,W,D,L,W,L,L,W,W,D,D,D,L,W,D,L,W,L,W,L,L,D","D,W,W,W,L,L,D,W,W,D,L,W,D,D,W,L,L,W,D","W,D,D,D,L,W,D,L,D,L,W,L,W,D,L,D,W,L,L"
2004-2005,9,Spurs,38,14,10,14,47,41,6,52,19,19,36,22,11,19,9,5,5,5,5,9,"D,L,W,L,D,D,W,D,W,L,L,W,W,L,L,L,D,W,D,W,W,W,W,W,L,L,L,L,L,L,W,L,D,D,W,D,W,D","D,W,D,W,W,W,W,L,W,D,W,W,L,L,L,L,D,W,D","L,L,D,D,L,L,L,L,D,W,W,W,L,L,L,W,D,D,W"
2004-2005,10,Aston Villa,38,12,11,15,45,52,-7,47,19,19,26,17,19,35,8,6,5,4,5,10,"L,L,L,D,D,W,D,W,L,W,L,W,L,D,L,W,L,W,L,L,L,L,D,L,W,W,W,D,W,L,D,D,D,D,W,L,D,W","L,D,D,D,W,L,L,W,W,L,L,D,W,W,W,D,D,W,W","L,L,W,W,L,W,D,L,L,L,L,L,W,D,L,D,D,L,D"
2004-2005,11,Charlton,38,12,10,16,42,58,-16,46,19,19,29,29,13,29,8,4,7,4,6,9,"D,L,L,L,D,L,L,D,L,W,D,D,D,L,W,W,L,L,W,D,W,W,W,L,L,W,W,L,L,D,L,W,D,D,L,W,W,L","D,L,L,D,L,W,L,W,L,W,W,L,W,L,D,W,D,W,W","L,L,D,L,D,D,D,W,L,D,W,W,L,W,L,L,D,L,L"
2004-2005,12,Birmingham,38,11,12,15,40,46,-6,45,19,19,24,15,16,31,8,6,5,3,6,10,"W,L,W,D,L,D,D,D,W,L,L,W,L,W,L,L,L,L,W,W,W,W,L,D,D,L,W,L,D,D,D,D,D,L,L,W,L,D","W,W,D,D,W,W,W,L,L,W,W,D,L,L,D,D,D,W,L","L,D,L,D,L,L,L,L,L,W,W,L,D,W,D,D,L,L,D"
2004-2005,13,Fulham,38,12,8,18,52,60,-8,44,19,19,29,26,23,34,8,4,7,4,4,11,"W,W,L,W,L,D,D,L,W,L,D,L,L,D,W,W,D,W,L,L,L,D,W,L,L,L,W,W,L,L,L,W,D,L,L,L,W,D","W,L,W,D,W,D,D,W,W,L,D,L,L,W,L,W,L,L,W","W,L,D,L,L,L,L,W,D,L,L,W,L,W,L,L,D,L,D"
2004-2005,14,Newcastle,38,10,14,14,47,57,-10,44,19,19,25,25,22,32,7,7,5,3,7,9,"D,L,W,D,D,L,L,L,L,D,W,W,D,D,L,W,D,W,L,D,L,D,L,D,W,L,L,L,W,D,D,W,W,W,L,D,L,D","D,D,D,L,W,W,D,W,W,L,D,D,L,L,W,W,W,D,L","L,W,L,L,L,D,D,L,D,D,L,L,W,L,D,D,W,L,D"
2004-2005,15,Blackburn,38,9,15,14,32,43,-11,42,19,19,21,22,11,21,5,8,6,4,7,8,"D,L,L,D,D,W,W,D,L,D,W,W,L,L,L,W,W,L,W,D,D,D,L,W,D,D,D,D,L,L,D,L,W,L,D,L,L,D","L,D,W,W,L,W,L,L,W,D,D,L,D,D,L,D,W,D,D","D,L,D,D,D,W,L,W,L,W,D,W,D,D,L,L,L,L,L"
2004-2005,16,Portsmouth,38,10,9,19,43,59,-16,39,19,19,30,26,13,33,8,4,7,2,5,12,"L,D,L,W,L,D,W,L,D,L,L,L,L,W,L,L,L,D,L,W,L,D,D,W,W,L,L,L,W,D,W,D,L,L,W,W,L,D","D,W,L,W,D,L,W,L,D,L,L,W,L,W,W,L,W,W,D","L,L,D,L,L,L,L,L,L,W,D,D,W,L,L,D,D,L,L"
2004-2005,17,West Brom,38,6,16,16,36,61,-25,34,19,19,17,24,19,37,5,8,6,1,8,10,"W,D,L,D,L,D,D,W,W,L,W,D,L,D,W,L,D,D,D,L,L,L,L,L,D,L,D,L,L,D,W,L,D,L,L,D,D,D","W,L,D,W,W,D,D,W,D,L,L,L,L,L,D,W,D,D,D","D,L,D,D,W,L,L,L,D,D,L,L,D,D,L,L,L,L,D"
2004-2005,18,Crystal Palace,38,7,12,19,41,62,-21,33,19,19,21,19,20,43,6,5,8,1,7,11,"D,D,D,W,L,D,L,L,L,D,W,L,L,D,W,L,W,L,D,L,L,D,L,D,L,L,D,W,W,L,W,D,L,L,L,L,L,D","D,W,D,L,D,W,L,W,W,L,D,L,L,D,W,W,L,L,L","D,D,L,L,L,L,D,L,L,D,L,D,L,W,L,D,L,L,D"
2004-2005,19,Norwich,38,7,12,19,42,77,-35,33,19,19,29,32,13,45,7,5,7,0,7,12,"L,W,L,W,W,D,W,L,L,L,L,L,W,L,D,L,L,D,L,L,L,W,L,D,W,L,D,D,L,D,D,L,D,D,L,D,L,D","W,W,W,W,L,L,W,D,L,L,W,L,W,D,L,D,D,L,D","L,L,D,L,L,L,L,L,D,L,L,D,L,D,D,L,D,D,L"
2004-2005,20,Southampton,38,6,14,18,45,66,-21,32,19,19,30,30,15,36,5,9,5,1,5,13,"L,D,W,L,D,L,L,L,W,W,D,D,D,L,W,L,D,L,L,D,L,D,L,D,L,W,D,D,D,L,D,L,L,D,L,L,W,L","L,W,L,L,W,D,D,W,D,D,D,D,W,D,D,D,L,L,W","D,L,D,L,W,D,L,L,L,L,L,L,L,D,L,L,D,L,L"
2005-2006,1,Chelsea,38,29,4,5,72,22,50,91,19,19,47,9,25,13,18,1,0,11,3,5,"L,L,W,W,W,W,D,W,L,W,W,W,L,W,D,D,W,W,W,W,W,W,W,W,W,W,L,W,D,W,W,W,W,W,W,W,W,W","W,W,W,W,W,W,W,D,W,W,W,W,W,W,W,W,W,W,W","L,L,W,D,L,W,L,D,W,W,W,W,W,L,D,W,W,W,W"
2005-2006,2,Man Utd,38,25,8,5,72,34,38,83,19,19,37,8,35,26,13,5,1,12,3,4,"W,D,L,W,D,W,W,W,W,W,W,W,W,W,L,W,L,D,W,D,W,W,W,D,W,W,W,W,L,D,W,W,L,D,D,W,W,W","W,D,D,W,W,W,W,W,W,W,W,W,D,W,W,D,L,D,W","L,W,W,W,W,W,L,L,D,D,W,W,W,L,W,W,D,W,W"
2005-2006,3,Liverpool,38,25,7,6,57,25,32,82,19,19,32,8,25,17,15,3,1,10,4,5,"W,W,W,W,W,W,W,W,W,L,D,W,W,W,L,L,D,L,W,D,W,W,W,W,W,W,W,W,W,W,L,W,L,D,D,D,W,D","W,W,W,W,D,W,W,D,W,W,W,W,W,W,W,W,L,D,W","W,W,W,W,W,L,W,L,L,L,D,W,W,W,W,L,D,D,D"
2005-2006,4,Arsenal,38,20,7,11,68,31,37,67,19,19,48,13,20,18,14,3,2,6,4,9,"W,W,W,D,W,D,L,W,W,W,W,L,L,D,W,L,L,W,D,D,W,W,L,L,L,W,W,W,D,W,L,W,D,W,L,W,L,W","W,D,W,W,W,W,D,L,W,D,W,L,W,W,W,W,W,W,W","W,W,D,L,W,L,L,W,L,D,W,L,L,W,D,L,D,L,L"
2005-2006,5,Spurs,38,18,11,9,53,38,15,65,19,19,31,16,22,22,12,5,2,6,6,7,"L,W,D,L,W,W,L,W,W,L,W,D,D,W,L,D,L,W,W,L,W,D,W,W,W,D,L,D,D,W,W,W,D,D,L,D,W,W","W,L,W,W,W,D,W,D,W,W,W,W,D,D,W,W,D,L,W","L,D,W,L,W,L,D,L,L,W,L,D,W,L,D,W,D,D,W"
2005-2006,6,Blackburn,38,19,6,13,51,42,9,63,19,19,31,17,20,25,13,3,3,6,3,10,"W,W,W,L,L,D,D,W,W,W,L,W,W,L,L,W,W,D,W,W,W,L,W,L,L,D,W,L,W,L,W,W,L,D,L,D,W,L","W,W,L,D,W,W,W,W,W,D,W,W,L,W,W,W,L,D,W","W,L,D,W,L,L,L,W,W,W,L,L,D,L,L,W,D,L,L"
2005-2006,7,Newcastle,38,17,7,14,47,42,5,58,19,19,28,15,19,27,11,5,3,6,2,11,"W,D,W,W,W,W,W,L,L,L,W,W,D,W,W,L,L,L,D,L,L,W,W,D,L,L,W,W,W,L,D,W,W,D,L,L,D,L","W,W,W,W,L,W,W,D,W,L,D,W,D,W,W,W,D,L,D","D,W,W,L,L,W,L,L,L,L,W,L,L,W,L,D,W,L,L"
2005-2006,8,Bolton,38,15,11,12,49,41,8,56,19,19,29,13,20,28,11,5,3,4,6,9,"W,D,L,W,D,L,L,L,L,L,W,W,L,W,D,D,D,W,D,D,L,D,W,D,W,L,W,W,W,L,L,W,W,D,W,W,L,D","W,D,W,L,L,W,W,W,D,W,D,D,W,W,W,W,D,W,L","L,D,L,L,L,L,D,D,D,L,D,W,L,W,L,L,W,W,D"
2005-2006,9,West Ham,38,16,7,15,52,55,-3,55,19,19,30,25,22,30,9,3,7,7,4,8,"W,W,L,L,W,L,D,L,W,L,L,D,W,W,W,W,W,L,L,L,D,L,W,L,W,L,D,W,L,W,L,D,D,W,W,L,D,W","W,L,W,D,L,D,W,W,W,L,L,L,L,W,W,D,W,L,W","W,L,L,L,W,L,W,W,L,D,W,L,W,D,L,L,D,W,D"
2005-2006,10,Wigan,38,15,6,17,45,52,-7,51,19,19,24,26,21,26,7,3,9,8,3,8,"L,L,L,W,L,D,D,L,W,W,L,D,L,D,D,W,L,L,L,W,W,W,L,L,L,L,L,W,W,W,W,W,W,D,W,W,L,L","L,W,D,L,L,L,D,L,L,W,W,L,L,W,W,W,D,W,L","L,L,L,D,W,W,D,D,W,L,W,L,L,L,W,W,W,W,L"
2005-2006,11,Everton,38,14,8,16,34,49,-15,50,19,19,22,22,12,27,8,4,7,6,4,9,"D,W,D,L,L,D,D,L,W,W,D,L,W,W,D,W,W,W,W,L,L,L,L,D,W,W,L,W,W,D,L,L,L,L,L,L,W,L","D,D,L,D,W,W,W,W,W,W,L,L,L,W,W,D,L,L,L","W,L,D,L,D,L,D,W,W,L,D,W,L,W,L,L,L,L,W"
2005-2006,12,Fulham,38,14,6,18,48,58,-10,48,19,19,31,21,17,37,13,2,4,1,4,14,"W,L,W,W,W,L,D,W,L,L,L,L,W,L,W,L,W,W,L,D,L,W,L,D,W,L,W,L,W,D,L,L,L,D,W,L,L,D","W,W,W,L,W,L,W,W,W,W,D,W,W,W,W,L,L,W,D","L,W,D,L,L,L,L,L,L,L,L,D,L,L,D,L,D,L,L"
2005-2006,13,Charlton,38,13,8,17,41,55,-14,47,19,19,22,21,19,34,8,4,7,5,4,10,"L,L,L,W,L,D,D,W,L,W,D,D,D,L,W,L,D,D,W,L,W,L,L,W,L,L,L,L,L,W,D,L,W,L,W,W,W,W","L,W,D,W,W,D,W,D,W,W,L,W,L,L,L,D,L,L,W","L,L,L,D,L,D,D,L,L,D,L,L,L,L,W,W,W,W,W"
2005-2006,14,Middlesbrough,38,12,9,17,48,58,-10,45,19,19,28,30,20,28,7,5,7,5,4,10,"L,D,D,L,W,L,L,W,W,L,L,W,W,W,L,W,L,L,D,D,L,D,L,L,D,W,L,W,L,D,W,L,D,W,L,W,L,D","L,W,L,W,W,W,L,L,D,L,D,D,W,W,D,L,W,L,D","L,D,D,L,W,L,L,W,W,L,D,L,L,L,L,W,D,W,L"
2005-2006,15,Man City,38,13,4,21,43,48,-5,43,19,19,26,20,17,28,9,2,8,4,2,13,"L,L,L,W,L,L,L,L,L,L,W,L,W,L,W,L,W,L,D,L,L,W,L,W,L,D,L,W,L,W,W,L,L,D,W,W,W,D","L,L,L,L,W,W,W,W,L,L,W,L,D,W,W,W,L,W,D","L,W,L,L,L,L,L,L,L,D,L,L,W,L,L,L,D,W,W"
2005-2006,16,Aston Villa,38,10,12,16,42,55,-13,42,19,19,20,20,22,35,6,6,7,4,6,9,"W,L,L,L,W,D,L,D,L,L,W,D,L,W,D,D,L,W,D,D,W,L,D,D,W,W,L,L,L,W,L,L,D,L,W,D,L,D","W,L,W,D,D,W,L,D,L,D,W,L,W,L,L,L,D,W,D","L,L,L,L,L,D,W,D,W,D,D,D,W,L,W,L,L,D,L"
2005-2006,17,Portsmouth,38,10,8,20,37,62,-25,38,19,19,17,24,20,38,5,7,7,5,1,13,"L,W,W,L,W,D,D,W,W,W,L,L,L,L,D,L,L,L,W,L,D,W,L,L,L,L,L,W,L,D,D,L,D,W,L,D,L,L","L,W,W,D,D,W,L,D,L,W,D,W,L,L,L,D,D,D,L","W,L,W,W,L,L,L,L,L,L,L,L,L,W,D,L,W,L,L"
2005-2006,18,Birmingham,38,8,10,20,28,50,-22,34,19,19,19,20,9,30,6,5,8,2,5,12,"L,D,D,W,L,D,W,D,L,L,D,L,W,L,L,D,W,L,W,L,D,L,L,W,L,W,L,L,L,L,L,D,D,L,W,L,L,D","D,W,W,D,L,D,W,L,W,W,D,W,L,L,L,D,L,L,L","L,D,L,D,L,L,L,D,L,L,L,L,W,L,L,L,D,W,D"
2005-2006,19,West Brom,38,7,9,22,31,58,-27,30,19,19,21,24,10,34,6,2,11,1,7,11,"D,L,L,D,L,D,L,L,L,D,L,L,L,W,D,L,W,L,L,W,L,L,W,D,D,W,L,L,L,W,L,L,D,L,L,L,W,D","L,D,L,L,L,L,W,L,L,W,W,D,W,L,W,L,L,L,W","D,L,L,D,L,D,L,D,W,L,L,L,D,L,L,L,D,L,D"
2005-2006,20,Sunderland,38,3,6,29,26,69,-43,15,19,19,12,37,14,32,1,4,14,2,2,15,"L,W,L,L,L,D,D,L,L,L,L,L,L,D,L,L,W,L,L,L,D,L,L,L,L,L,L,L,L,L,D,W,D,L,L,L,L,L","W,L,L,L,L,D,L,L,L,D,L,L,L,L,L,D,D,L,L","L,L,D,D,L,L,L,L,L,W,L,L,L,L,L,W,L,L,L"
2006-2007,1,Man Utd,38,28,5,5,83,27,56,89,19,19,46,12,37,15,15,2,2,13,3,3,"L,D,W,W,D,W,L,W,W,W,W,W,W,W,L,W,D,W,W,W,L,W,W,W,D,W,W,W,W,W,W,W,D,L,W,W,W,W","L,D,W,W,W,W,W,W,W,W,W,W,D,W,W,W,L,W,W","D,W,W,L,W,W,W,L,D,W,L,W,W,W,W,W,D,W,W"
2006-2007,2,Chelsea,38,24,11,3,64,24,40,83,19,19,37,11,27,13,12,7,0,12,4,3,"D,D,D,D,D,W,W,W,W,W,W,W,W,W,L,W,D,D,D,W,W,W,D,W,D,W,W,L,W,W,W,D,W,W,W,W,L,W","D,D,D,W,W,W,W,W,D,D,W,D,W,W,W,D,W,W,W","D,D,W,W,W,W,W,L,D,W,W,W,D,L,W,W,W,W,L"
2006-2007,3,Liverpool,38,20,8,10,57,27,30,68,19,19,39,7,18,20,14,4,1,6,4,9,"D,L,L,W,W,D,W,W,D,L,W,L,D,W,W,W,W,W,L,W,W,W,W,D,W,D,L,W,W,L,D,L,W,W,L,L,W,D","D,W,W,W,L,W,D,W,W,W,W,D,W,W,W,D,W,W,W","L,L,D,W,D,L,W,W,W,L,W,W,D,L,L,L,L,L,D"
2006-2007,4,Arsenal,38,19,11,8,63,35,28,68,19,19,43,16,20,19,12,6,1,7,5,7,"D,D,W,D,W,W,D,L,L,L,W,W,W,D,W,W,W,L,W,W,D,W,D,W,L,L,D,W,L,D,W,W,W,W,W,D,L,D","D,W,W,W,L,W,W,W,W,W,D,W,D,W,D,W,W,D,D","D,D,D,L,L,W,D,W,L,W,W,D,L,L,L,W,W,W,L"
2006-2007,5,Spurs,38,17,9,12,57,54,3,60,19,19,34,22,23,32,12,3,4,5,6,8,"W,D,W,W,D,D,L,W,W,W,W,W,L,L,D,L,D,L,W,L,W,W,W,L,W,D,L,W,D,W,D,W,L,D,L,L,W,L","W,D,D,W,W,W,L,L,L,W,W,W,W,W,W,W,D,L,W","W,W,D,L,W,W,L,D,D,L,W,L,D,L,D,D,L,L,L"
2006-2007,6,Everton,38,15,13,10,52,36,16,58,19,19,33,17,19,19,11,4,4,4,9,6,"D,W,L,L,W,D,W,D,W,D,W,L,W,D,W,D,L,W,D,W,L,L,W,L,D,W,L,L,D,W,L,D,D,D,W,W,D,W","W,L,W,W,W,L,W,D,W,D,L,W,W,L,W,D,D,W,W","D,L,D,D,D,W,D,W,L,W,L,L,D,L,D,L,D,W,D"
2006-2007,7,Bolton,38,16,8,14,47,52,-5,56,19,19,26,20,21,32,9,5,5,7,3,9,"D,L,D,L,L,D,W,W,L,L,L,W,W,D,L,D,L,W,W,W,W,W,L,L,W,L,D,L,L,W,W,W,W,D,W,L,D,W","D,L,D,W,L,W,D,D,W,W,W,L,W,L,L,W,D,W,W","L,D,L,W,L,L,W,L,L,W,W,L,L,D,W,W,W,L,D"
2006-2007,8,Reading,38,16,7,15,52,47,5,55,19,19,29,20,23,27,11,2,6,5,5,9,"D,L,W,W,W,D,L,L,D,L,L,W,W,W,W,D,W,L,D,L,L,D,L,W,W,W,W,L,L,L,L,W,D,W,W,L,L,W","L,W,W,L,D,W,W,W,W,L,L,W,W,W,L,L,D,W,W","D,W,D,L,L,L,W,D,L,D,D,L,W,L,L,W,W,L,L"
2006-2007,9,Portsmouth,38,14,12,12,45,42,3,54,19,19,28,15,17,27,11,5,3,3,7,9,"D,L,W,D,W,L,W,D,D,L,L,W,L,D,L,D,D,L,W,W,D,W,D,D,L,W,D,L,W,L,W,L,L,W,W,W,D,W","D,W,W,W,L,W,D,L,D,W,W,D,W,D,W,W,L,W,W","L,D,L,D,D,L,L,D,L,W,D,D,L,L,L,L,W,W,D"
2006-2007,10,Blackburn,38,15,7,16,52,54,-2,52,19,19,31,25,21,29,9,3,7,6,4,9,"D,D,W,W,D,W,L,L,L,W,W,L,W,L,L,W,L,W,W,W,L,W,L,L,W,D,L,L,L,L,D,W,W,W,D,L,D,L","D,W,W,L,L,W,W,L,W,W,L,W,D,L,L,W,W,L,D","D,W,D,L,W,L,L,L,W,W,L,W,L,L,L,D,W,D,L"
2006-2007,11,Aston Villa,38,11,17,10,43,41,2,50,19,19,20,14,23,27,7,8,4,4,9,6,"D,W,W,D,W,D,W,D,D,L,D,L,W,L,W,L,D,L,L,L,L,D,D,L,D,D,W,W,L,D,D,D,W,D,D,W,W,D","W,D,D,D,D,L,W,W,D,L,L,L,D,W,D,D,W,W,W","D,W,W,W,D,L,L,L,L,L,D,D,D,W,L,D,D,D,D"
2006-2007,12,Middlesbrough,38,12,10,16,44,49,-5,46,19,19,31,24,13,25,10,3,6,2,7,10,"W,W,L,D,L,L,W,L,L,D,W,L,D,D,W,W,W,L,D,W,L,D,L,L,D,D,W,L,L,W,W,L,L,D,D,L,W,L","W,L,L,W,L,W,D,W,W,W,D,L,D,W,W,W,L,L,W","W,D,L,L,D,L,D,W,L,D,L,L,D,L,L,L,D,D,L"
