season,position,team,played,won,draw,lost,goals_for,goals_against,goal_difference,points,home_games_played,away_games_played,home_goals_for,home_goals_against,away_goals_for,away_goals_against,home_wins,home_draws,home_losses,away_wins,away_draws,away_losses,season_form,home_form,away_form
2012-2013,15,Aston Villa,38,10,11,17,47,69,-22,41,19,19,23,28,24,41,5,5,9,5,6,8,"D,L,W,W,L,D,W,L,W,W,L,L,W,D,L,D,L,D,L,L,L,W,D,D,W,D,L,L,W,D,L,L,D,L,W,D,L,L","L,W,D,L,W,L,W,L,L,L,L,D,W,D,L,D,D,W,L","D,W,L,W,W,L,D,D,D,L,W,D,L,W,L,L,L,D,L"
2012-2013,16,Newcastle,38,11,8,19,45,68,-23,41,19,19,24,31,21,37,9,1,9,2,7,10,"L,W,D,L,D,L,W,L,L,W,L,W,L,W,W,L,D,L,L,L,W,L,L,W,L,L,L,L,D,W,D,L,D,W,D,D,L,W","L,L,L,W,W,W,W,L,L,W,L,W,L,L,W,L,W,D,W","W,D,D,L,L,L,L,W,D,L,L,L,L,L,D,D,D,D,L"
2012-2013,17,Sunderland,38,9,12,17,41,54,-13,39,19,19,20,19,21,35,5,8,6,4,4,11,"L,D,D,L,W,W,L,L,D,L,D,L,L,L,D,W,W,L,L,W,W,L,W,L,L,D,L,W,L,L,D,D,L,W,D,D,D,D","D,D,W,L,D,D,L,D,W,L,W,W,L,D,L,L,D,W,D","L,L,W,L,L,L,L,W,L,W,L,L,W,L,D,L,D,D,D"
2012-2013,18,Wigan,38,9,9,20,47,73,-26,36,19,19,26,39,21,34,4,6,9,5,3,11,"D,L,L,W,D,L,L,D,W,W,L,W,L,D,D,L,D,L,W,L,L,L,D,L,L,W,L,L,W,W,L,D,L,L,L,D,W,L","D,L,D,W,W,L,D,L,L,L,D,L,W,L,W,D,L,D,L","L,W,L,L,D,W,L,D,D,W,L,L,L,L,W,L,L,L,W"
2012-2013,19,Reading,38,6,10,22,43,73,-30,28,19,19,23,33,20,40,4,8,7,2,2,15,"L,L,W,D,L,D,L,L,L,L,L,L,L,W,D,W,W,L,W,D,L,L,L,L,L,L,L,W,D,D,D,L,D,D,L,L,L,D","L,D,D,L,L,L,W,D,W,W,D,L,L,W,D,D,D,L,D","L,W,L,L,L,L,L,W,L,L,L,L,L,L,D,L,D,L,L"
2012-2013,20,QPR,38,4,13,21,30,60,-30,25,19,19,13,28,17,32,2,8,9,2,5,12,"L,L,L,D,L,L,D,L,L,W,W,L,L,D,D,D,D,W,L,L,L,W,D,D,D,L,L,L,D,L,D,L,L,L,D,L,D,L","L,L,L,D,W,L,D,D,D,L,L,W,D,L,D,D,L,D,L","L,D,L,L,L,W,L,D,W,L,D,D,L,L,L,L,L,L,D"
2013-2014,1,Man City,38,27,5,6,102,37,65,86,19,19,63,13,39,24,17,1,1,10,4,5,"W,W,W,W,W,D,L,W,D,W,W,W,W,D,L,W,W,W,W,W,W,W,W,D,W,W,W,L,W,L,W,W,L,W,D,W,L,W","W,W,W,D,W,W,W,L,W,W,W,W,W,W,W,W,W,W,W","W,W,L,D,W,W,D,W,W,W,W,D,W,L,L,W,L,D,L"
2013-2014,2,Liverpool,38,26,6,6,101,50,51,84,19,19,53,18,48,32,16,1,2,10,5,4,"W,D,L,W,W,W,W,W,W,W,W,W,W,W,D,W,D,W,W,L,L,W,W,W,W,L,D,W,L,W,D,W,W,L,D,W,W,W","W,L,W,W,W,W,W,W,D,W,W,W,W,W,W,W,L,W,W","D,W,W,W,W,W,W,D,W,L,L,W,L,D,L,D,W,D,W"
2013-2014,3,Chelsea,38,25,7,6,71,27,44,82,19,19,43,11,28,16,15,3,1,10,4,5,"W,D,W,L,W,W,L,W,L,W,W,W,D,W,W,D,W,W,W,W,W,D,W,L,W,W,W,D,L,W,W,W,D,W,L,D,W,W","D,L,W,W,W,W,W,D,W,W,W,W,W,D,W,W,W,W,W","W,W,W,L,L,W,D,W,W,W,D,L,W,W,L,W,D,L,D"
2013-2014,4,Arsenal,38,24,7,7,68,41,27,79,19,19,36,11,32,30,13,5,1,11,2,6,"W,W,W,W,W,L,D,D,L,W,L,W,D,L,W,D,W,W,W,W,W,D,L,D,W,W,W,L,W,W,W,D,W,W,W,W,W,L","W,W,W,D,D,W,D,W,W,W,D,D,W,W,W,W,W,W,L","W,W,L,L,W,L,L,D,W,W,W,L,W,L,W,D,W,W,W"
2013-2014,5,Everton,38,21,9,8,61,39,22,72,19,19,38,19,23,20,13,3,3,8,6,5,"W,L,L,W,L,W,W,W,W,W,W,W,L,L,W,L,D,W,D,W,L,W,W,D,W,W,D,D,D,W,W,L,W,W,W,D,D,D","L,W,L,W,W,W,W,W,W,W,L,W,W,D,D,W,W,W,D","W,L,W,W,W,L,L,L,D,D,W,D,W,D,W,L,W,D,D"
2013-2014,6,Spurs,38,21,6,11,55,51,4,69,19,19,30,23,25,28,11,3,5,10,3,6,"W,L,W,W,D,W,L,W,L,L,W,L,W,W,D,L,W,W,W,W,D,W,L,W,W,D,L,L,D,W,W,L,D,W,W,L,W,W","W,W,W,W,L,W,W,L,W,W,D,L,D,L,W,L,D,W,W","L,W,D,L,L,L,W,D,W,W,W,W,W,L,D,W,W,L,W"
2013-2014,7,Man Utd,38,19,7,12,64,43,21,64,19,19,29,21,35,22,9,3,7,10,4,5,"D,W,L,W,L,W,W,L,W,L,W,W,D,D,L,W,L,W,L,W,W,W,W,L,L,D,D,W,W,W,D,W,L,L,W,L,D,W","W,L,W,W,L,L,D,W,W,L,W,L,L,W,W,D,L,W,D","D,L,W,W,W,W,D,L,L,W,W,W,D,D,W,W,L,L,W"
2013-2014,8,Southampton,38,15,11,12,54,46,8,56,19,19,32,23,22,23,8,6,5,7,5,7,"D,W,W,D,L,L,W,L,W,W,L,L,W,D,W,D,D,W,L,L,W,L,D,D,L,L,L,W,D,W,D,W,W,W,D,L,D,W","D,W,L,W,W,L,D,D,W,L,L,D,L,W,W,W,W,D,D","W,D,L,L,W,L,W,W,D,L,W,D,L,L,D,D,W,L,W"
2013-2014,9,Stoke,38,13,11,14,45,52,-7,50,19,19,27,17,18,35,10,6,3,3,5,11,"W,W,L,D,W,L,W,W,W,D,W,L,D,D,W,L,L,L,D,L,L,W,D,W,D,L,W,D,D,L,D,L,L,L,D,W,W,L","W,L,W,W,W,W,D,W,L,D,W,W,D,W,D,D,L,D,W","W,D,L,W,D,L,D,L,L,L,L,D,L,D,L,L,L,W,L"
2013-2014,10,Newcastle,38,15,4,19,43,59,-16,49,19,19,23,28,20,31,8,3,8,7,1,11,"L,W,L,L,L,L,L,L,W,L,W,W,L,L,L,D,W,L,L,L,W,W,D,W,L,W,W,W,W,L,D,W,L,L,W,W,D,L","W,L,L,L,W,W,L,L,L,L,W,D,W,W,W,D,L,W,D","L,L,L,L,L,W,L,D,W,L,W,W,L,W,L,W,L,W,L"
2013-2014,11,Crystal Palace,38,13,6,19,33,48,-15,45,19,19,18,23,15,25,8,3,8,5,3,11,"D,D,L,W,W,W,W,W,L,D,L,D,L,W,L,W,W,L,D,L,W,L,L,W,W,L,W,D,L,L,L,L,L,L,L,W,L,L","D,L,W,W,L,L,W,W,W,D,L,W,W,D,L,L,L,W,L","D,W,W,W,L,D,D,L,L,L,W,L,L,W,L,L,L,L,L"
2013-2014,12,Swansea,38,11,9,18,54,54,0,42,19,19,33,26,21,28,6,5,8,5,4,10,"W,L,W,W,L,L,W,D,L,L,D,L,D,W,L,W,L,L,L,D,L,L,D,D,W,L,W,D,L,D,W,L,L,W,D,W,L,L","L,W,L,W,L,D,W,W,L,L,L,D,W,D,D,W,L,D,L","W,W,L,D,L,L,D,L,L,D,L,D,L,W,L,L,W,W,L"
2013-2014,13,West Ham,38,11,7,20,40,51,-11,40,19,19,25,26,15,25,7,3,9,4,4,11,"L,W,L,L,L,L,W,W,L,L,L,W,W,W,W,D,L,W,L,D,L,L,D,L,L,W,L,L,D,D,L,W,L,L,D,L,D,W","W,L,L,W,L,W,W,W,L,D,L,D,W,L,D,L,L,L,W","L,L,L,W,L,L,W,D,W,L,L,L,L,L,D,W,L,D,D"
2013-2014,14,Sunderland,38,10,8,20,41,60,-19,38,19,19,21,27,20,33,5,3,11,5,5,9,"L,W,W,W,W,D,L,L,L,L,L,D,L,L,W,W,D,W,L,D,W,D,D,L,L,D,L,W,L,W,L,L,L,L,L,L,D,L","L,W,W,L,L,D,L,W,D,L,D,L,L,W,W,L,L,L,L","W,W,D,L,L,L,L,W,W,D,W,D,D,L,L,L,L,L,D"
2013-2014,15,Aston Villa,38,10,8,20,39,61,-22,38,19,19,22,29,17,32,6,3,10,4,5,10,"L,L,W,L,D,L,L,L,L,W,W,L,D,L,L,W,D,L,W,D,L,L,L,L,W,D,D,W,D,L,L,D,W,W,L,L,L,W","W,D,L,L,W,W,L,W,L,D,L,L,D,W,L,L,W,L,L","L,L,L,L,L,L,D,L,D,W,L,L,W,D,D,D,W,L,W"
2013-2014,16,Hull,38,10,7,21,38,53,-15,37,19,19,20,21,18,32,7,4,8,3,3,13,"L,L,L,D,L,W,L,L,W,L,L,W,L,W,D,L,L,L,L,W,L,D,D,D,L,W,L,L,W,L,L,D,W,W,D,L,W,L","L,L,W,W,L,L,L,D,L,W,L,D,W,L,W,D,W,D,W","L,L,D,L,L,W,W,L,L,L,D,D,L,L,L,L,W,L,L"
2013-2014,17,West Brom,38,7,15,16,43,59,-16,36,19,19,24,27,19,32,4,9,6,3,6,10,"L,L,L,W,L,D,W,D,L,W,L,D,D,L,D,L,D,L,W,D,D,D,L,L,L,L,D,D,W,L,D,D,W,W,D,L,D,L","L,W,D,D,L,D,D,D,D,W,D,L,L,D,W,D,W,L,L","L,L,L,W,L,W,L,L,L,D,D,L,L,D,L,D,W,D,D"
2013-2014,18,Norwich,38,8,9,21,28,62,-34,33,19,19,17,18,11,44,6,6,7,2,3,14,"L,D,L,L,L,L,L,W,L,D,L,W,L,D,L,D,W,L,D,L,L,D,D,W,L,W,L,W,L,D,L,L,W,L,L,W,L,D","L,L,L,W,D,W,D,D,W,L,L,D,W,W,D,L,L,W,D","D,L,L,L,L,L,L,L,L,D,D,W,L,L,L,L,W,L,L"
2013-2014,19,Fulham,38,9,5,24,40,85,-45,32,19,19,24,38,16,47,5,3,11,4,2,13,"D,L,D,L,W,W,L,L,W,L,L,D,L,D,L,L,L,L,W,L,W,L,L,W,L,L,L,L,L,L,W,W,L,L,D,L,L,W","D,D,W,L,W,L,L,L,L,W,L,W,L,L,L,W,L,D,L","L,L,W,L,L,D,D,L,L,L,W,L,L,L,L,W,L,L,W"
2013-2014,20,Cardiff,38,7,9,22,32,74,-42,30,19,19,20,35,12,39,5,5,9,2,4,13,"L,L,L,D,W,L,D,L,L,W,L,L,D,L,W,L,L,L,L,D,L,L,W,L,D,L,D,L,W,D,L,L,W,L,D,D,W,L","L,D,L,L,W,L,D,W,L,D,L,W,L,D,W,L,L,D,W","L,L,W,D,L,L,L,L,L,L,L,L,D,L,D,L,W,D,L"
2014-2015,1,Chelsea,38,26,9,3,73,32,41,87,19,19,36,9,37,23,15,4,0,11,5,3,"W,L,D,W,W,D,W,W,W,W,D,W,D,W,W,D,W,W,L,D,W,W,W,L,W,D,W,W,W,D,W,W,W,D,W,W,W,W","W,D,W,W,W,D,D,W,D,W,W,W,W,W,W,W,W,W,W","L,W,D,W,W,W,W,W,L,D,W,L,D,W,D,W,D,W,W"
2014-2015,2,Man City,38,24,7,7,83,38,45,79,19,19,44,14,39,24,14,3,2,10,4,5,"W,W,W,W,W,W,L,L,W,L,W,L,W,W,D,D,L,D,W,D,W,W,W,W,W,W,W,D,W,L,W,W,W,D,D,L,W,W","W,W,W,W,W,W,W,D,L,W,D,W,W,W,W,W,D,L,W","W,W,L,L,L,L,W,D,D,W,W,W,W,D,L,W,W,D,W"
2014-2015,3,Arsenal,38,22,9,7,71,36,35,75,19,19,41,14,30,22,12,5,2,10,4,5,"W,D,D,L,W,D,W,W,W,W,W,W,W,W,L,W,W,W,L,W,W,D,W,L,W,W,L,L,W,W,D,L,D,W,D,D,D,W","W,D,L,D,W,W,W,W,W,W,W,W,W,L,W,D,D,D,W","D,W,W,W,W,W,L,W,L,W,D,L,W,L,W,L,W,D,D"
2014-2015,4,Man Utd,38,20,10,8,62,37,25,70,19,19,41,15,21,22,14,2,3,6,8,5,"D,D,W,L,L,L,W,W,W,W,W,W,L,W,D,W,W,L,D,D,W,D,W,W,W,W,W,W,L,D,D,W,W,L,W,D,D,L","D,L,W,W,W,W,W,W,L,W,W,W,W,W,D,W,W,W,L","D,W,L,L,W,W,L,D,W,D,D,D,W,W,L,D,L,D,D"
2014-2015,5,Spurs,38,19,7,12,58,53,5,64,19,19,31,24,27,29,10,3,6,9,4,6,"W,W,L,L,D,W,L,D,W,L,W,W,D,L,W,W,W,L,W,D,W,W,W,D,L,W,W,L,W,L,L,W,D,L,D,L,W,W","W,L,L,W,W,D,W,W,W,D,W,D,W,L,L,W,L,L,W","W,L,D,W,D,L,W,L,W,L,W,W,L,W,W,L,D,D,W"
2014-2015,6,Liverpool,38,18,8,12,52,48,4,62,19,19,30,20,22,28,10,5,4,8,3,8,"L,L,D,W,L,D,W,L,L,W,W,W,W,W,D,W,W,W,D,W,W,D,L,D,W,W,L,L,L,D,W,W,D,L,L,W,L,W","L,W,W,L,W,W,W,W,D,W,D,D,W,L,D,W,D,L,W","L,D,L,D,L,W,W,D,W,W,W,L,W,L,L,W,L,W,L"
2014-2015,7,Southampton,38,18,6,14,54,33,21,60,19,19,37,13,17,20,11,4,4,7,2,10,"L,W,L,L,D,L,W,L,W,D,W,L,L,D,W,L,W,W,W,D,W,W,L,L,L,L,D,W,W,W,W,L,W,W,W,W,D,L","W,D,W,W,W,L,D,L,W,D,W,L,L,W,W,W,W,W,D","L,L,L,L,L,D,L,W,W,W,W,L,L,D,W,L,W,W,L"
2014-2015,8,Swansea,38,16,8,14,46,49,-3,56,19,19,27,22,19,27,9,5,5,7,3,9,"L,L,W,W,W,L,D,W,W,L,L,W,W,L,D,W,L,D,D,L,W,W,L,L,W,D,L,W,D,W,L,D,D,L,L,W,W,W","L,W,D,W,L,W,D,L,D,W,L,W,D,W,W,D,L,W,W","L,W,W,L,W,L,W,L,W,D,L,W,L,L,D,L,D,L,W"
2014-2015,9,Stoke,38,15,9,14,48,45,3,54,19,19,32,22,16,23,10,3,6,5,6,8,"W,D,W,L,D,W,D,L,L,L,W,W,W,L,D,W,W,L,D,W,W,L,D,W,L,L,L,W,D,L,W,L,W,D,L,W,D,L","W,W,D,W,L,W,W,L,W,D,W,L,W,L,D,W,W,L,L","D,L,D,L,L,W,D,W,L,W,D,L,L,W,L,L,D,W,D"
2014-2015,10,Crystal Palace,38,13,9,16,47,51,-4,48,19,19,21,27,26,24,6,3,10,7,6,6,"W,W,L,L,L,L,W,W,W,W,L,W,L,D,W,L,W,W,D,D,L,L,D,D,L,D,W,L,L,D,L,L,W,W,D,D,L,L","W,L,L,L,W,W,L,D,L,W,L,D,L,W,L,L,W,D,L","W,L,W,W,L,W,W,W,D,D,L,D,D,L,D,L,W,D,L"
2014-2015,11,Everton,38,12,11,15,48,50,-2,47,19,19,27,21,21,29,7,7,5,5,4,10,"L,W,L,L,W,W,D,W,W,W,L,L,D,L,D,W,D,D,L,L,L,L,W,L,D,L,W,D,D,W,W,L,D,L,W,L,D,D","L,L,W,W,W,W,D,D,D,D,L,W,D,W,D,W,L,L,D","W,L,D,W,L,L,L,W,L,L,L,L,L,D,W,L,D,W,D"
2014-2015,12,West Ham,38,12,11,15,44,47,-3,47,19,19,25,18,19,29,9,4,6,3,7,9,"L,L,L,W,D,L,D,L,W,L,L,L,D,D,D,L,W,D,D,L,L,W,D,W,W,W,L,D,D,W,W,W,L,W,D,L,W,L","L,W,D,W,L,L,D,W,D,L,W,W,W,D,W,W,W,L,L","L,L,D,L,L,L,D,D,L,D,L,D,W,L,D,W,L,D,W"
2014-2015,13,West Brom,38,11,11,16,38,51,-13,44,19,19,24,26,14,25,7,4,8,4,7,8,"L,W,D,W,D,W,L,L,L,W,L,W,D,W,D,L,D,W,D,L,L,L,W,D,L,L,L,L,W,D,D,L,W,W,L,L,D,D","W,D,L,L,W,W,W,L,W,L,W,L,L,L,D,D,W,L,D","L,D,W,W,L,L,D,D,D,D,L,L,D,L,W,L,W,L,D"
2014-2015,14,Leicester,38,11,8,19,46,55,-9,41,19,19,28,22,18,33,7,5,7,4,3,12,"W,D,W,W,L,W,W,W,W,L,D,L,D,L,L,L,L,W,D,W,L,L,L,L,L,L,D,L,L,L,L,D,L,W,W,D,L,D","W,W,W,L,W,W,D,L,L,W,L,L,L,D,L,D,W,D,D","D,W,W,L,L,D,L,L,D,W,L,L,L,L,L,L,L,W,L"
2014-2015,15,Newcastle,38,10,9,19,40,63,-23,39,19,19,26,27,14,36,7,5,7,3,4,12,"W,L,D,L,L,L,L,L,L,L,L,W,L,D,D,W,L,L,D,W,L,L,L,W,D,L,W,W,W,W,W,D,L,D,L,D,D,L","W,D,L,L,L,L,W,D,L,D,W,L,W,W,W,W,D,D,L","L,L,L,L,L,L,D,W,L,L,L,D,L,W,W,D,L,L,D"
2014-2015,16,Sunderland,38,7,17,14,31,53,-22,38,19,19,16,27,15,26,4,8,7,3,9,7,"L,D,D,W,W,D,L,W,L,L,D,L,D,L,D,W,L,L,L,D,L,W,D,D,L,D,D,D,W,L,L,W,D,D,D,L,D,D","D,W,L,W,L,D,L,W,L,L,D,L,D,D,L,W,D,D,D","L,D,W,D,L,D,L,D,L,L,D,W,D,D,W,L,D,L,D"
2014-2015,17,Aston Villa,38,10,8,20,31,57,-26,38,19,19,18,25,13,32,5,6,8,5,2,12,"L,L,W,W,L,W,D,L,L,W,W,L,L,L,L,L,L,L,D,D,L,D,L,W,W,D,D,D,L,L,L,L,L,L,W,W,D,W","L,W,W,D,L,W,L,L,L,D,D,D,W,D,L,L,L,W,D","L,L,W,L,W,L,L,L,L,L,L,W,D,D,L,L,L,W,W"
2014-2015,18,Hull,38,8,11,19,33,51,-18,35,19,19,19,24,14,27,5,5,9,3,6,10,"D,L,L,L,W,W,L,L,L,D,D,L,W,W,D,L,L,L,W,L,W,L,L,D,D,L,L,L,L,D,D,W,L,D,D,L,D,W","D,L,L,W,L,D,W,W,L,W,L,L,D,L,L,W,L,D,D","L,W,L,L,D,L,D,L,L,W,L,D,L,L,D,D,D,L,W"
2014-2015,19,Burnley,38,7,12,19,28,53,-25,33,19,19,14,21,14,32,4,7,8,3,5,11,"W,D,W,L,L,L,L,D,L,W,L,L,D,L,D,L,L,W,D,D,L,L,W,L,D,D,W,W,L,L,L,D,L,D,D,D,L,L","D,L,L,D,W,L,D,L,W,L,W,D,D,W,L,L,D,D,L","W,W,L,L,L,L,D,L,L,D,D,L,L,W,L,D,L,D,L"
2014-2015,20,QPR,38,8,6,24,42,73,-31,30,19,19,23,24,19,49,6,5,8,2,1,16,"L,W,L,L,D,L,D,W,L,L,L,L,L,W,L,L,L,L,D,D,L,W,L,W,L,W,L,D,L,W,L,L,L,D,L,W,L,L","W,D,L,L,L,L,L,L,D,D,W,W,W,D,W,L,D,W,L","L,L,L,D,W,L,L,W,L,L,L,L,L,L,L,L,L,L,L"
2015-2016,1,Leicester,38,23,12,3,68,36,32,81,19,19,35,18,33,18,12,6,1,11,6,2,"D,W,D,W,D,W,W,W,W,W,D,W,L,W,W,W,D,W,D,D,L,W,W,W,D,W,W,W,W,D,W,L,D,W,D,D,W,W","W,W,D,W,W,D,W,W,W,D,D,W,D,W,W,L,W,D,W","D,D,W,W,W,L,W,D,W,L,W,W,W,W,D,W,D,D,W"
2015-2016,2,Arsenal,38,20,11,7,65,36,29,71,19,19,31,11,34,25,12,4,3,8,7,4,"W,D,W,D,W,D,D,W,W,D,L,L,W,W,D,L,D,D,W,W,L,W,W,W,D,L,D,W,W,W,W,W,L,W,W,D,W,L","W,W,W,D,W,L,W,D,L,W,W,W,W,D,W,W,W,D,L","D,D,D,W,D,L,W,D,D,L,W,D,L,W,W,W,L,W,W"
2015-2016,3,Spurs,38,19,13,6,69,35,34,70,19,19,35,15,34,20,10,6,3,9,7,3,"L,L,D,D,W,W,D,W,W,D,L,W,W,W,W,W,W,L,D,W,W,W,L,D,D,W,D,W,W,D,D,W,W,W,D,D,D,L","L,D,W,W,D,W,W,W,L,W,L,D,W,W,D,W,W,D,D","L,D,W,D,W,L,W,W,W,D,W,W,D,D,W,D,W,D,L"
2015-2016,4,Man City,38,19,9,10,71,41,30,66,19,19,47,21,24,20,12,2,5,7,7,5,"D,D,L,W,D,W,W,W,L,D,W,L,L,L,W,D,W,D,W,D,W,L,W,L,W,L,D,W,D,W,W,L,L,W,W,W,W,W","D,W,W,L,W,L,L,W,D,W,W,W,L,W,W,W,L,W,W","D,L,D,W,W,D,L,W,D,W,D,L,L,D,D,L,W,W,W"
2015-2016,5,Man Utd,38,19,9,10,49,35,14,66,19,19,27,9,22,26,12,5,2,7,4,8,"W,L,W,D,W,W,L,W,W,L,W,W,L,D,W,L,W,D,W,D,L,L,L,D,D,W,W,D,D,W,L,W,W,W,L,D,W,W","W,D,W,W,W,W,W,W,L,W,D,L,D,W,D,W,W,D,W","L,W,L,W,L,L,D,W,D,L,L,D,W,D,W,L,W,L,W"
2015-2016,6,Southampton,38,18,9,11,59,41,18,63,19,19,39,22,20,19,11,3,5,7,6,6,"W,W,W,W,D,W,L,W,W,D,L,L,W,W,D,W,W,W,L,L,W,L,L,D,L,L,W,W,D,D,W,W,L,D,W,D,L,D","W,W,W,W,D,L,W,W,W,W,L,D,L,W,D,W,L,W,L","W,W,D,L,W,L,W,D,W,L,L,L,L,W,D,W,D,D,D"
2015-2016,7,West Ham,38,16,14,8,65,51,14,62,19,19,34,26,31,25,9,7,3,7,7,5,"L,W,L,W,W,D,D,D,D,W,W,W,D,L,W,D,L,W,W,W,D,D,D,D,D,L,D,L,W,W,D,D,W,W,W,L,L,W","W,L,W,D,D,W,W,W,D,W,W,D,D,D,W,D,W,L,L","L,W,D,D,W,D,L,L,W,D,D,D,L,L,W,D,W,W,W"
2015-2016,8,Liverpool,38,16,12,10,63,50,13,60,19,19,33,22,30,28,8,8,3,8,4,7,"D,D,W,L,D,W,W,W,D,L,W,W,W,D,L,W,L,D,L,W,W,L,D,L,W,W,L,W,D,D,D,W,D,L,L,D,W,W","D,W,D,W,W,D,W,D,L,D,W,D,W,L,D,W,D,L,W","D,L,W,L,W,W,L,W,L,W,L,L,W,W,D,D,L,D,W"
2015-2016,9,Stoke,38,14,9,15,41,55,-14,51,19,19,22,24,19,31,8,4,7,6,5,8,"W,L,D,L,L,L,D,W,L,D,W,W,W,L,L,L,D,W,L,W,W,L,D,W,L,W,W,D,L,W,W,W,D,L,L,D,D,L","W,D,L,D,L,W,W,L,D,W,W,L,W,W,L,W,D,L,L","L,L,L,W,D,W,L,L,L,W,D,L,W,D,W,W,L,D,D"
2015-2016,10,Chelsea,38,12,14,12,59,53,6,50,19,19,32,30,27,23,5,9,5,7,5,7,"D,D,L,D,W,L,L,W,D,D,W,W,W,D,D,W,D,D,W,D,D,W,L,L,D,W,L,L,L,W,L,D,W,L,L,W,L,D","D,D,L,D,D,W,D,D,D,D,W,L,W,L,W,L,W,L,D","D,L,W,L,W,W,W,D,W,W,D,L,D,L,L,D,L,W,L"
2015-2016,11,Everton,38,11,14,13,59,55,4,47,19,19,35,30,24,25,6,5,8,5,9,5,"W,L,L,W,L,D,D,D,L,L,L,W,L,W,W,L,D,D,D,L,W,L,D,D,D,W,D,W,L,L,D,W,D,W,D,L,W,D","W,W,D,L,L,L,W,L,D,L,L,D,W,W,L,D,W,L,D","L,L,L,D,D,L,W,W,D,D,W,D,D,D,L,W,D,D,W"
2015-2016,12,Swansea,38,12,11,15,42,52,-10,47,19,19,20,20,22,32,8,6,5,4,5,10,"D,W,W,L,L,W,D,W,L,W,W,L,L,D,D,W,W,L,L,D,W,D,L,L,L,D,L,L,W,L,D,L,D,L,W,D,W,D","D,W,W,W,W,L,D,W,L,W,D,L,D,L,L,D,D,W,W","W,L,L,D,L,W,L,D,W,L,D,L,L,L,W,L,L,D,D"
2015-2016,13,Watford,38,12,9,17,40,50,-10,45,19,19,20,19,20,31,6,6,7,6,3,10,"D,L,L,W,L,W,D,L,L,L,L,D,W,L,D,W,L,L,L,L,D,W,W,W,W,L,L,W,W,L,D,L,W,W,L,D,D,D","D,W,D,L,L,D,D,W,L,L,W,W,L,W,L,L,W,D,D","L,L,L,W,L,L,W,L,L,L,D,W,W,L,W,D,W,L,D"
2015-2016,14,West Brom,38,10,13,15,34,48,-14,43,19,19,20,26,14,22,6,5,8,4,8,7,"D,D,L,D,L,L,L,D,L,W,D,W,W,L,D,D,L,D,W,W,L,L,D,D,D,W,L,L,W,W,L,L,W,D,W,L,D,L","D,L,L,L,W,W,D,D,W,W,L,D,W,L,W,L,D,L,L","D,D,L,L,D,D,W,L,L,D,L,D,D,L,W,L,W,W,D"
2015-2016,15,Crystal Palace,38,11,9,18,39,51,-12,42,19,19,19,23,20,28,6,3,10,5,6,8,"L,W,L,L,D,D,W,D,L,L,D,L,L,D,L,L,L,L,L,D,D,W,W,D,W,L,W,D,L,L,W,W,L,L,W,W,L,W","W,D,W,L,L,L,L,L,L,D,W,W,L,D,L,W,L,W,L","L,L,L,D,D,D,L,D,L,L,D,W,D,W,L,W,L,W,W"
